Date,Power [kWh],Power-1 [kWh],Hour,Temperature [C],Holiday
2019-02-06 06:00:00,0.0,0.0,6,8.064166666666667,0
2019-02-06 07:00:00,0.0,0.0,7,7.565,0
2019-02-06 08:00:00,0.0,0.0,8,7.906666666666666,0
2019-02-06 09:00:00,0.0,0.0,9,9.240833333333333,0
2019-02-06 10:00:00,0.0,0.0,10,11.0675,0
2019-02-06 11:00:00,0.0,0.0,11,13.4775,0
2019-02-06 12:00:00,0.0,0.0,12,16.0525,0
2019-02-06 13:00:00,0.0,0.0,13,16.559166666666666,0
2019-02-06 14:00:00,0.0,0.0,14,16.303333333333335,0
2019-02-06 15:00:00,0.0,0.0,15,17.075,0
2019-02-06 16:00:00,0.0,0.0,16,16.453333333333333,0
2019-02-06 17:00:00,0.0,0.0,17,14.853333333333332,0
2019-02-06 18:00:00,0.0,0.0,18,14.180833333333334,0
2019-02-06 19:00:00,0.0,0.0,19,12.361666666666666,0
2019-02-06 20:00:00,114.969,0.0,20,11.144166666666663,0
2019-02-06 21:00:00,111.953,114.969,21,10.3125,0
2019-02-06 22:00:00,112.096,111.953,22,10.293333333333331,0
2019-02-06 23:00:00,109.683,112.096,23,10.163333333333334,0
2019-02-07 00:00:00,114.132,109.683,0,10.029166666666669,0
2019-02-07 01:00:00,109.446,114.132,1,9.835833333333332,0
2019-02-07 02:00:00,109.216,109.446,2,9.584166666666668,0
2019-02-07 03:00:00,107.518,109.216,3,9.904166666666669,0
2019-02-07 04:00:00,110.086,107.518,4,9.985,0
2019-02-07 05:00:00,107.667,110.086,5,10.216666666666669,0
2019-02-07 06:00:00,119.138,107.667,6,10.5725,0
2019-02-07 07:00:00,292.154,119.138,7,10.666666666666666,0
2019-02-07 08:00:00,352.053,292.154,8,11.344166666666666,0
2019-02-07 09:00:00,378.032,352.053,9,12.576666666666666,0
2019-02-07 10:00:00,429.905,378.032,10,12.985,0
2019-02-07 11:00:00,403.926,429.905,11,13.306666666666668,0
2019-02-07 12:00:00,425.607,403.926,12,13.731666666666667,0
2019-02-07 13:00:00,400.629,425.607,13,13.910833333333334,0
2019-02-07 14:00:00,403.98,400.629,14,14.4125,0
2019-02-07 15:00:00,376.408,403.98,15,14.710833333333332,0
2019-02-07 16:00:00,394.45,376.408,16,14.508333333333333,0
2019-02-07 17:00:00,382.739,394.45,17,13.821666666666664,0
2019-02-07 18:00:00,355.398,382.739,18,12.555,0
2019-02-07 19:00:00,191.782,355.398,19,11.838333333333331,0
2019-02-07 20:00:00,146.062,191.782,20,11.176666666666668,0
2019-02-07 21:00:00,111.588,146.062,21,10.7825,0
2019-02-07 22:00:00,109.001,111.588,22,10.669166666666667,0
2019-02-07 23:00:00,107.629,109.001,23,10.679166666666667,0
2019-02-08 00:00:00,106.643,107.629,0,10.613333333333332,0
2019-02-08 01:00:00,106.502,106.643,1,10.276666666666667,0
2019-02-08 02:00:00,102.174,106.502,2,10.120833333333334,0
2019-02-08 03:00:00,99.678,102.174,3,10.448333333333332,0
2019-02-08 04:00:00,105.29,99.678,4,10.4725,0
2019-02-08 05:00:00,105.812,105.29,5,10.541666666666666,0
2019-02-08 06:00:00,106.831,105.812,6,10.385833333333332,0
2019-02-08 07:00:00,355.431,106.831,7,10.7075,0
2019-02-08 08:00:00,259.547,355.431,8,11.380833333333332,0
2019-02-08 09:00:00,276.84,259.547,9,11.9775,0
2019-02-08 10:00:00,307.748,276.84,10,12.285833333333334,0
2019-02-08 11:00:00,316.591,307.748,11,13.144166666666663,0
2019-02-08 12:00:00,333.987,316.591,12,14.146666666666668,0
2019-02-08 13:00:00,345.502,333.987,13,14.222499999999998,0
2019-02-08 14:00:00,371.251,345.502,14,14.095833333333331,0
2019-02-08 15:00:00,350.44,371.251,15,14.594166666666666,0
2019-02-08 16:00:00,343.969,350.44,16,14.7825,0
2019-02-08 17:00:00,309.592,343.969,17,13.33,0
2019-02-08 18:00:00,274.248,309.592,18,12.018333333333333,0
2019-02-08 19:00:00,134.83,274.248,19,11.769166666666663,0
2019-02-08 20:00:00,104.811,134.83,20,11.405833333333334,0
2019-02-08 21:00:00,88.286,104.811,21,11.234166666666669,0
2019-02-08 22:00:00,88.887,88.286,22,11.245833333333332,0
2019-02-08 23:00:00,88.228,88.887,23,11.4125,0
2019-02-09 00:00:00,95.718,88.228,0,11.376666666666669,0
2019-02-09 01:00:00,96.635,95.718,1,11.0525,0
2019-02-09 02:00:00,94.411,96.635,2,11.306666666666668,0
2019-02-09 03:00:00,95.339,94.411,3,11.4925,0
2019-02-09 04:00:00,96.006,95.339,4,11.369166666666668,0
2019-02-09 05:00:00,94.875,96.006,5,11.32,0
2019-02-09 06:00:00,103.611,94.875,6,10.686666666666667,0
2019-02-09 07:00:00,388.777,103.611,7,10.510833333333332,0
2019-02-09 08:00:00,330.878,388.777,8,11.055833333333332,0
2019-02-09 09:00:00,364.24,330.878,9,12.091666666666669,0
2019-02-09 10:00:00,396.478,364.24,10,12.685,0
2019-02-09 11:00:00,482.023,396.478,11,14.120833333333332,0
2019-02-09 12:00:00,487.244,482.023,12,14.250833333333333,0
2019-02-09 13:00:00,483.104,487.244,13,14.280833333333334,0
2019-02-09 14:00:00,488.16,483.104,14,13.913333333333334,0
2019-02-09 15:00:00,504.957,488.16,15,14.249166666666667,0
2019-02-09 16:00:00,486.699,504.957,16,13.650833333333331,0
2019-02-09 17:00:00,485.71,486.699,17,12.599166666666669,0
2019-02-09 18:00:00,451.337,485.71,18,12.3425,0
2019-02-09 19:00:00,186.419,451.337,19,12.371666666666668,0
2019-02-09 20:00:00,131.441,186.419,20,12.460833333333332,0
2019-02-09 21:00:00,106.482,131.441,21,12.2675,0
2019-02-09 22:00:00,110.35,106.482,22,12.145,0
2019-02-09 23:00:00,107.096,110.35,23,12.0075,0
2019-02-10 00:00:00,109.035,107.096,0,12.259166666666667,0
2019-02-10 01:00:00,105.72,109.035,1,12.378333333333332,0
2019-02-10 02:00:00,110.304,105.72,2,12.141666666666666,0
2019-02-10 03:00:00,104.366,110.304,3,12.061666666666667,0
2019-02-10 04:00:00,107.77,104.366,4,12.125,0
2019-02-10 05:00:00,114.713,107.77,5,12.276666666666666,0
2019-02-10 06:00:00,122.74,114.713,6,12.369166666666668,0
2019-02-10 07:00:00,401.273,122.74,7,12.523333333333332,0
2019-02-10 08:00:00,334.47,401.273,8,12.7375,0
2019-02-10 09:00:00,381.877,334.47,9,13.311666666666667,0
2019-02-10 10:00:00,426.175,381.877,10,14.05,0
2019-02-10 11:00:00,432.891,426.175,11,14.22,0
2019-02-10 12:00:00,451.103,432.891,12,14.309166666666668,0
2019-02-10 13:00:00,463.473,451.103,13,14.045833333333334,0
2019-02-10 14:00:00,476.269,463.473,14,14.343333333333334,0
2019-02-10 15:00:00,493.239,476.269,15,14.0475,0
2019-02-10 16:00:00,480.995,493.239,16,13.646666666666668,0
2019-02-10 17:00:00,457.892,480.995,17,13.600833333333334,0
2019-02-10 18:00:00,413.575,457.892,18,13.661666666666669,0
2019-02-10 19:00:00,231.165,413.575,19,13.616666666666667,0
2019-02-10 20:00:00,142.619,231.165,20,13.134166666666664,0
2019-02-10 21:00:00,119.612,142.619,21,12.095,0
2019-02-10 22:00:00,114.747,119.612,22,11.533333333333331,0
2019-02-10 23:00:00,115.989,114.747,23,10.9775,0
2019-02-11 00:00:00,105.452,115.989,0,10.341666666666669,0
2019-02-11 01:00:00,101.065,105.452,1,10.0175,0
2019-02-11 02:00:00,102.668,101.065,2,9.728333333333332,0
2019-02-11 03:00:00,106.521,102.668,3,9.5025,0
2019-02-11 04:00:00,104.633,106.521,4,9.264166666666666,0
2019-02-11 05:00:00,106.242,104.633,5,9.401666666666667,0
2019-02-11 06:00:00,115.174,106.242,6,9.179166666666667,0
2019-02-11 07:00:00,116.721,115.174,7,9.128333333333334,0
2019-02-11 08:00:00,121.849,116.721,8,9.6725,0
2019-02-11 09:00:00,136.111,121.849,9,10.391666666666667,0
2019-02-11 10:00:00,148.734,136.111,10,11.484166666666669,0
2019-02-11 11:00:00,138.011,148.734,11,12.596666666666666,0
2019-02-11 12:00:00,140.589,138.011,12,13.491666666666667,0
2019-02-11 13:00:00,127.986,140.589,13,14.270833333333334,0
2019-02-11 14:00:00,121.755,127.986,14,15.011666666666663,0
2019-02-11 15:00:00,122.651,121.755,15,15.23,0
2019-02-11 16:00:00,118.089,122.651,16,14.75,0
2019-02-11 17:00:00,125.692,118.089,17,13.543333333333337,0
2019-02-11 18:00:00,121.296,125.692,18,11.7375,0
2019-02-11 19:00:00,118.314,121.296,19,11.014166666666666,0
2019-02-11 20:00:00,109.509,118.314,20,10.546666666666669,0
2019-02-11 21:00:00,107.107,109.509,21,10.545833333333333,0
2019-02-11 22:00:00,109.394,107.107,22,10.578333333333331,0
2019-02-11 23:00:00,107.839,109.394,23,10.828333333333331,0
2019-02-12 00:00:00,97.678,107.839,0,10.161666666666669,0
2019-02-12 01:00:00,99.072,97.678,1,10.088333333333331,0
2019-02-12 02:00:00,101.456,99.072,2,10.228333333333332,0
2019-02-12 03:00:00,98.884,101.456,3,9.675,0
2019-02-12 04:00:00,99.08,98.884,4,9.433333333333334,0
2019-02-12 05:00:00,103.551,99.08,5,9.188333333333334,0
2019-02-12 06:00:00,136.917,103.551,6,9.195,0
2019-02-12 07:00:00,173.805,136.917,7,8.988333333333333,0
2019-02-12 08:00:00,214.321,173.805,8,9.075,0
2019-02-12 09:00:00,359.979,214.321,9,9.814166666666669,0
2019-02-12 10:00:00,313.389,359.979,10,10.0075,0
2019-02-12 11:00:00,320.299,313.389,11,10.985,0
2019-02-12 12:00:00,336.335,320.299,12,12.489166666666668,0
2019-02-12 13:00:00,321.505,336.335,13,14.700833333333334,0
2019-02-12 14:00:00,333.342,321.505,14,16.785,0
2019-02-12 15:00:00,324.855,333.342,15,18.014166666666664,0
2019-02-12 16:00:00,297.614,324.855,16,18.121666666666663,0
2019-02-12 17:00:00,262.575,297.614,17,17.646666666666665,0
2019-02-12 18:00:00,232.837,262.575,18,16.336666666666666,0
2019-02-12 19:00:00,169.674,232.837,19,15.4,0
2019-02-12 20:00:00,138.979,169.674,20,14.634166666666664,0
2019-02-12 21:00:00,117.318,138.979,21,14.0575,0
2019-02-12 22:00:00,115.42,117.318,22,13.428333333333333,0
2019-02-12 23:00:00,111.631,115.42,23,12.764166666666666,0
2019-02-13 00:00:00,111.006,111.631,0,12.0125,0
2019-02-13 01:00:00,108.215,111.006,1,11.556666666666668,0
2019-02-13 02:00:00,108.265,108.215,2,11.12,0
2019-02-13 03:00:00,110.914,108.265,3,10.3425,0
2019-02-13 04:00:00,107.119,110.914,4,10.010833333333332,0
2019-02-13 05:00:00,108.069,107.119,5,9.765,0
2019-02-13 06:00:00,113.858,108.069,6,9.489166666666668,0
2019-02-13 07:00:00,160.452,113.858,7,9.2,0
2019-02-13 08:00:00,205.505,160.452,8,9.353333333333332,0
2019-02-13 09:00:00,244.011,205.505,9,10.25,0
2019-02-13 10:00:00,249.121,244.011,10,10.631666666666666,0
2019-02-13 11:00:00,336.624,249.121,11,12.853333333333332,0
2019-02-13 12:00:00,292.503,336.624,12,14.840833333333334,0
2019-02-13 13:00:00,281.482,292.503,13,16.363333333333333,0
2019-02-13 14:00:00,289.317,281.482,14,16.88083333333333,0
2019-02-13 15:00:00,279.266,289.317,15,17.620833333333334,0
2019-02-13 16:00:00,251.704,279.266,16,18.02833333333333,0
2019-02-13 17:00:00,243.072,251.704,17,17.645,0
2019-02-13 18:00:00,212.029,243.072,18,16.095833333333335,0
2019-02-13 19:00:00,167.942,212.029,19,15.780833333333334,0
2019-02-13 20:00:00,144.149,167.942,20,15.3,0
2019-02-13 21:00:00,119.148,144.149,21,15.005,0
2019-02-13 22:00:00,113.693,119.148,22,14.25,0
2019-02-13 23:00:00,109.576,113.693,23,13.1275,0
2019-02-14 00:00:00,109.239,109.576,0,12.348333333333334,0
2019-02-14 01:00:00,106.643,109.239,1,11.235833333333334,0
2019-02-14 02:00:00,107.682,106.643,2,10.375833333333334,0
2019-02-14 03:00:00,108.729,107.682,3,9.8375,0
2019-02-14 04:00:00,107.579,108.729,4,9.356666666666667,0
2019-02-14 05:00:00,110.481,107.579,5,9.4675,0
2019-02-14 06:00:00,109.392,110.481,6,9.715833333333334,0
2019-02-14 07:00:00,159.689,109.392,7,9.6775,0
2019-02-14 08:00:00,207.828,159.689,8,10.36,0
2019-02-14 09:00:00,230.939,207.828,9,10.829166666666666,0
2019-02-14 10:00:00,260.494,230.939,10,11.959166666666668,0
2019-02-14 11:00:00,341.278,260.494,11,12.991666666666667,0
2019-02-14 12:00:00,274.221,341.278,12,14.296666666666669,0
2019-02-14 13:00:00,279.979,274.221,13,16.2025,0
2019-02-14 14:00:00,296.148,279.979,14,17.337500000000002,0
2019-02-14 15:00:00,279.224,296.148,15,18.22,0
2019-02-14 16:00:00,251.616,279.224,16,18.401666666666667,0
2019-02-14 17:00:00,233.419,251.616,17,17.74416666666667,0
2019-02-14 18:00:00,208.081,233.419,18,16.5975,0
2019-02-14 19:00:00,161.012,208.081,19,15.31,0
2019-02-14 20:00:00,132.216,161.012,20,13.970833333333331,0
2019-02-14 21:00:00,118.937,132.216,21,13.303333333333333,0
2019-02-14 22:00:00,107.943,118.937,22,12.964166666666666,0
2019-02-14 23:00:00,107.13,107.943,23,12.395833333333334,0
2019-02-15 00:00:00,111.512,107.13,0,11.6775,0
2019-02-15 01:00:00,108.273,111.512,1,11.12,0
2019-02-15 02:00:00,110.707,108.273,2,10.795,0
2019-02-15 03:00:00,109.162,110.707,3,10.495833333333334,0
2019-02-15 04:00:00,106.858,109.162,4,10.1625,0
2019-02-15 05:00:00,109.127,106.858,5,9.469166666666666,0
2019-02-15 06:00:00,114.291,109.127,6,9.325833333333334,0
2019-02-15 07:00:00,151.053,114.291,7,9.366666666666667,0
2019-02-15 08:00:00,199.05,151.053,8,9.350833333333332,0
2019-02-15 09:00:00,233.592,199.05,9,10.128333333333332,0
2019-02-15 10:00:00,247.457,233.592,10,11.105833333333337,0
2019-02-15 11:00:00,335.279,247.457,11,11.5625,0
2019-02-15 12:00:00,272.171,335.279,12,13.315833333333332,0
2019-02-15 13:00:00,281.52,272.171,13,14.740833333333333,0
2019-02-15 14:00:00,280.834,281.52,14,15.448333333333332,0
2019-02-15 15:00:00,268.728,280.834,15,16.107499999999998,0
2019-02-15 16:00:00,254.852,268.728,16,16.24,0
2019-02-15 17:00:00,236.915,254.852,17,16.256666666666668,0
2019-02-15 18:00:00,209.645,236.915,18,15.935,0
2019-02-15 19:00:00,156.281,209.645,19,15.485,0
2019-02-15 20:00:00,138.207,156.281,20,14.628333333333332,0
2019-02-15 21:00:00,114.245,138.207,21,14.345,0
2019-02-15 22:00:00,103.811,114.245,22,14.383333333333333,0
2019-02-15 23:00:00,103.42,103.811,23,14.33,0
2019-02-16 00:00:00,107.149,103.42,0,13.578333333333331,0
2019-02-16 01:00:00,102.327,107.149,1,12.8675,0
2019-02-16 02:00:00,102.239,102.327,2,12.848333333333334,0
2019-02-16 03:00:00,106.333,102.239,3,12.985833333333334,0
2019-02-16 04:00:00,100.407,106.333,4,12.019166666666663,0
2019-02-16 05:00:00,100.698,100.407,5,11.6075,0
2019-02-16 06:00:00,101.775,100.698,6,11.315,0
2019-02-16 07:00:00,120.125,101.775,7,11.1075,0
2019-02-16 08:00:00,122.95,120.125,8,11.1775,0
2019-02-16 09:00:00,125.519,122.95,9,11.365833333333336,0
2019-02-16 10:00:00,129.785,125.519,10,11.666666666666666,0
2019-02-16 11:00:00,126.186,129.785,11,12.765,0
2019-02-16 12:00:00,126.565,126.186,12,15.404166666666669,0
2019-02-16 13:00:00,126.132,126.565,13,16.388333333333332,0
2019-02-16 14:00:00,123.169,126.132,14,17.339166666666667,0
2019-02-16 15:00:00,130.617,123.169,15,17.644166666666667,0
2019-02-16 16:00:00,135.704,130.617,16,17.096666666666668,0
2019-02-16 17:00:00,133.561,135.704,17,15.214166666666666,0
2019-02-16 18:00:00,129.958,133.561,18,13.530833333333334,0
2019-02-16 19:00:00,127.83,129.958,19,13.145,0
2019-02-16 20:00:00,127.228,127.83,20,12.969166666666666,0
2019-02-16 21:00:00,105.562,127.228,21,12.819166666666668,0
2019-02-16 22:00:00,102.971,105.562,22,12.5125,0
2019-02-16 23:00:00,106.571,102.971,23,12.358333333333334,0
2019-02-17 00:00:00,103.431,106.571,0,11.836666666666666,0
2019-02-17 01:00:00,101.434,103.431,1,11.705,0
2019-02-17 02:00:00,103.109,101.434,2,11.495833333333332,0
2019-02-17 03:00:00,100.694,103.109,3,10.158333333333331,0
2019-02-17 04:00:00,99.828,100.694,4,9.739166666666668,0
2019-02-17 05:00:00,99.272,99.828,5,9.645,0
2019-02-17 06:00:00,104.071,99.272,6,9.268333333333333,0
2019-02-17 07:00:00,101.15,104.071,7,8.700833333333334,0
2019-02-17 08:00:00,100.161,101.15,8,8.336666666666666,0
2019-02-17 09:00:00,108.008,100.161,9,7.928333333333334,0
2019-02-17 10:00:00,103.55,108.008,10,9.026666666666667,0
2019-02-17 11:00:00,104.294,103.55,11,10.694166666666668,0
2019-02-17 12:00:00,104.784,104.294,12,13.794166666666667,0
2019-02-17 13:00:00,109.561,104.784,13,15.86,0
2019-02-17 14:00:00,104.133,109.561,14,15.560833333333331,0
2019-02-17 15:00:00,108.349,104.133,15,14.4575,0
2019-02-17 16:00:00,112.681,108.349,16,14.473333333333334,0
2019-02-17 17:00:00,112.29,112.681,17,13.765,0
2019-02-17 18:00:00,111.531,112.29,18,13.230833333333337,0
2019-02-17 19:00:00,112.282,111.531,19,13.156666666666666,0
2019-02-17 20:00:00,104.777,112.282,20,13.235833333333334,0
2019-02-17 21:00:00,104.987,104.777,21,12.999166666666667,0
2019-02-17 22:00:00,108.043,104.987,22,12.2925,0
2019-02-17 23:00:00,104.52,108.043,23,12.160833333333334,0
2019-02-18 00:00:00,103.044,104.52,0,11.46,0
2019-02-18 01:00:00,101.269,103.044,1,10.7375,0
2019-02-18 02:00:00,103.128,101.269,2,9.9275,0
2019-02-18 03:00:00,101.008,103.128,3,9.808333333333332,0
2019-02-18 04:00:00,100.023,101.008,4,9.448333333333332,0
2019-02-18 05:00:00,101.189,100.023,5,9.171666666666669,0
2019-02-18 06:00:00,109.242,101.189,6,9.245,0
2019-02-18 07:00:00,151.516,109.242,7,9.460833333333332,0
2019-02-18 08:00:00,192.893,151.516,8,9.8525,0
2019-02-18 09:00:00,235.555,192.893,9,10.286666666666669,0
2019-02-18 10:00:00,271.799,235.555,10,10.841666666666669,0
2019-02-18 11:00:00,378.553,271.799,11,11.615833333333333,0
2019-02-18 12:00:00,313.659,378.553,12,11.721666666666666,0
2019-02-18 13:00:00,321.31,313.659,13,11.5875,0
2019-02-18 14:00:00,324.526,321.31,14,11.149166666666666,0
2019-02-18 15:00:00,320.356,324.526,15,11.136666666666663,0
2019-02-18 16:00:00,289.283,320.356,16,11.035000000000002,0
2019-02-18 17:00:00,274.662,289.283,17,10.334166666666668,0
2019-02-18 18:00:00,235.98,274.662,18,10.244166666666668,0
2019-02-18 19:00:00,187.324,235.98,19,10.364166666666668,0
2019-02-18 20:00:00,143.221,187.324,20,10.4025,0
2019-02-18 21:00:00,127.021,143.221,21,10.4475,0
2019-02-18 22:00:00,126.466,127.021,22,10.406666666666666,0
2019-02-18 23:00:00,121.823,126.466,23,10.545833333333333,0
2019-02-19 00:00:00,117.269,121.823,0,10.64,0
2019-02-19 01:00:00,114.264,117.269,1,10.6375,0
2019-02-19 02:00:00,115.832,114.264,2,10.5775,0
2019-02-19 03:00:00,111.401,115.832,3,10.355,0
2019-02-19 04:00:00,112.715,111.401,4,9.795833333333333,0
2019-02-19 05:00:00,111.496,112.715,5,9.628333333333334,0
2019-02-19 06:00:00,115.41,111.496,6,9.545,0
2019-02-19 07:00:00,168.835,115.41,7,9.4875,0
2019-02-19 08:00:00,209.856,168.835,8,10.280833333333334,0
2019-02-19 09:00:00,241.96,209.856,9,11.29,0
2019-02-19 10:00:00,287.972,241.96,10,12.565833333333332,0
2019-02-19 11:00:00,331.633,287.972,11,13.35,0
2019-02-19 12:00:00,304.455,331.633,12,13.843333333333334,0
2019-02-19 13:00:00,273.896,304.455,13,14.81,0
2019-02-19 14:00:00,301.653,273.896,14,15.421666666666669,0
2019-02-19 15:00:00,272.531,301.653,15,15.755,0
2019-02-19 16:00:00,262.074,272.531,16,15.705,0
2019-02-19 17:00:00,253.015,262.074,17,14.0525,0
2019-02-19 18:00:00,228.455,253.015,18,11.856666666666667,0
2019-02-19 19:00:00,182.816,228.455,19,10.923333333333334,0
2019-02-19 20:00:00,143.459,182.816,20,10.361666666666666,0
2019-02-19 21:00:00,122.31,143.459,21,10.0425,0
2019-02-19 22:00:00,118.316,122.31,22,9.4875,0
2019-02-19 23:00:00,120.52,118.316,23,9.255,0
2019-02-20 00:00:00,107.717,120.52,0,9.1,0
2019-02-20 01:00:00,111.592,107.717,1,8.799166666666666,0
2019-02-20 02:00:00,110.584,111.592,2,8.3675,0
2019-02-20 03:00:00,111.071,110.584,3,8.0175,0
2019-02-20 04:00:00,108.119,111.071,4,8.174999999999999,0
2019-02-20 05:00:00,106.318,108.119,5,8.225833333333334,0
2019-02-20 06:00:00,113.118,106.318,6,8.160833333333334,0
2019-02-20 07:00:00,163.177,113.118,7,8.010833333333332,0
2019-02-20 08:00:00,215.583,163.177,8,8.026666666666666,0
2019-02-20 09:00:00,240.124,215.583,9,8.778333333333334,0
2019-02-20 10:00:00,271.028,240.124,10,10.105833333333331,0
2019-02-20 11:00:00,350.16,271.028,11,11.815,0
2019-02-20 12:00:00,322.288,350.16,12,14.125833333333333,0
2019-02-20 13:00:00,286.622,322.288,13,16.392500000000002,0
2019-02-20 14:00:00,305.168,286.622,14,16.531666666666666,0
2019-02-20 15:00:00,289.877,305.168,15,16.015,0
2019-02-20 16:00:00,270.695,289.877,16,15.528333333333334,0
2019-02-20 17:00:00,255.015,270.695,17,14.9425,0
2019-02-20 18:00:00,240.12,255.015,18,14.030833333333334,0
2019-02-20 19:00:00,189.294,240.12,19,13.849166666666669,0
2019-02-20 20:00:00,157.247,189.294,20,13.554166666666667,0
2019-02-20 21:00:00,124.495,157.247,21,13.366666666666667,0
2019-02-20 22:00:00,116.637,124.495,22,12.8025,0
2019-02-20 23:00:00,117.871,116.637,23,12.414166666666668,0
2019-02-21 00:00:00,113.712,117.871,0,12.158333333333331,1
2019-02-21 01:00:00,115.981,113.712,1,11.653333333333334,1
2019-02-21 02:00:00,112.064,115.981,2,10.569166666666666,1
2019-02-21 03:00:00,114.011,112.064,3,9.351666666666668,1
2019-02-21 04:00:00,111.473,114.011,4,8.920833333333333,1
2019-02-21 05:00:00,113.129,111.473,5,8.798333333333334,1
2019-02-21 06:00:00,113.896,113.129,6,8.7725,1
2019-02-21 07:00:00,165.217,113.896,7,9.03,1
2019-02-21 08:00:00,214.889,165.217,8,10.006666666666666,1
2019-02-21 09:00:00,251.003,214.889,9,10.990833333333333,1
2019-02-21 10:00:00,278.511,251.003,10,12.129166666666668,1
2019-02-21 11:00:00,374.823,278.511,11,13.409999999999998,1
2019-02-21 12:00:00,316.193,374.823,12,14.520833333333334,1
2019-02-21 13:00:00,314.694,316.193,13,15.611666666666666,1
2019-02-21 14:00:00,301.764,314.694,14,16.56083333333333,1
2019-02-21 15:00:00,297.609,301.764,15,17.215833333333332,1
2019-02-21 16:00:00,263.4,297.609,16,17.098333333333333,1
2019-02-21 17:00:00,261.568,263.4,17,15.181666666666668,1
2019-02-21 18:00:00,228.605,261.568,18,14.433333333333332,1
2019-02-21 19:00:00,187.059,228.605,19,14.164166666666668,1
2019-02-21 20:00:00,141.358,187.059,20,13.926666666666668,1
2019-02-21 21:00:00,121.275,141.358,21,13.695,1
2019-02-21 22:00:00,124.223,121.275,22,13.2175,1
2019-02-21 23:00:00,118.818,124.223,23,13.319166666666668,1
2019-02-22 00:00:00,117.829,118.818,0,11.959166666666668,0
2019-02-22 01:00:00,113.731,117.829,1,11.7025,0
2019-02-22 02:00:00,112.907,113.731,2,11.244166666666668,0
2019-02-22 03:00:00,109.626,112.907,3,11.009166666666664,0
2019-02-22 04:00:00,107.548,109.626,4,10.685833333333331,0
2019-02-22 05:00:00,110.047,107.548,5,10.575,0
2019-02-22 06:00:00,115.667,110.047,6,10.050833333333332,0
2019-02-22 07:00:00,164.899,115.667,7,10.0,0
2019-02-22 08:00:00,221.118,164.899,8,10.915,0
2019-02-22 09:00:00,246.74,221.118,9,11.92,0
2019-02-22 10:00:00,267.252,246.74,10,12.891666666666666,0
2019-02-22 11:00:00,368.705,267.252,11,14.336666666666666,0
2019-02-22 12:00:00,303.198,368.705,12,16.226666666666667,0
2019-02-22 13:00:00,295.987,303.198,13,17.162499999999998,0
2019-02-22 14:00:00,303.052,295.987,14,18.326666666666668,0
2019-02-22 15:00:00,282.567,303.052,15,19.015833333333333,0
2019-02-22 16:00:00,252.759,282.567,16,19.01833333333333,0
2019-02-22 17:00:00,249.956,252.759,17,18.684166666666663,0
2019-02-22 18:00:00,221.858,249.956,18,17.861666666666668,0
2019-02-22 19:00:00,188.405,221.858,19,17.11916666666667,0
2019-02-22 20:00:00,143.957,188.405,20,16.218333333333334,0
2019-02-22 21:00:00,123.978,143.957,21,16.080833333333334,0
2019-02-22 22:00:00,117.465,123.978,22,14.414166666666668,0
2019-02-22 23:00:00,114.724,117.465,23,14.296666666666669,0
2019-02-23 00:00:00,116.495,114.724,0,12.663333333333334,0
2019-02-23 01:00:00,112.102,116.495,1,11.996666666666668,0
2019-02-23 02:00:00,106.505,112.102,2,11.594166666666666,0
2019-02-23 03:00:00,106.812,106.505,3,11.313333333333333,0
2019-02-23 04:00:00,108.499,106.812,4,11.0075,0
2019-02-23 05:00:00,106.804,108.499,5,10.529166666666669,0
2019-02-23 06:00:00,108.38,106.804,6,10.249166666666667,0
2019-02-23 07:00:00,121.712,108.38,7,10.1425,0
2019-02-23 08:00:00,130.034,121.712,8,10.540833333333332,0
2019-02-23 09:00:00,136.164,130.034,9,11.059166666666668,0
2019-02-23 10:00:00,133.553,136.164,10,12.488333333333337,0
2019-02-23 11:00:00,132.557,133.553,11,14.703333333333331,0
2019-02-23 12:00:00,131.296,132.557,12,16.71,0
2019-02-23 13:00:00,131.786,131.296,13,17.919166666666666,0
2019-02-23 14:00:00,129.371,131.786,14,19.2,0
2019-02-23 15:00:00,137.107,129.371,15,20.563333333333333,0
2019-02-23 16:00:00,130.506,137.107,16,20.366666666666667,0
2019-02-23 17:00:00,130.092,130.506,17,19.101666666666667,0
2019-02-23 18:00:00,133.764,130.092,18,17.425,0
2019-02-23 19:00:00,125.216,133.764,19,16.805,0
2019-02-23 20:00:00,116.633,125.216,20,16.5825,0
2019-02-23 21:00:00,108.683,116.633,21,16.732499999999998,0
2019-02-23 22:00:00,104.489,108.683,22,16.77,0
2019-02-23 23:00:00,104.608,104.489,23,16.825,0
2019-02-24 00:00:00,104.888,104.608,0,15.62,0
2019-02-24 01:00:00,100.744,104.888,1,15.646666666666668,0
2019-02-24 02:00:00,100.506,100.744,2,15.495833333333332,0
2019-02-24 03:00:00,102.059,100.506,3,14.515,0
2019-02-24 04:00:00,100.035,102.059,4,13.116666666666667,0
2019-02-24 05:00:00,98.797,100.035,5,12.611666666666666,0
2019-02-24 06:00:00,101.265,98.797,6,10.214166666666666,0
2019-02-24 07:00:00,97.466,101.265,7,10.295,0
2019-02-24 08:00:00,99.222,97.466,8,12.504166666666668,0
2019-02-24 09:00:00,99.398,99.222,9,13.825833333333334,0
2019-02-24 10:00:00,104.918,99.398,10,15.966666666666669,0
2019-02-24 11:00:00,102.722,104.918,11,16.859166666666667,0
